"","barcode","86189","1243630","1459","68284","56810","75458","75451","75449","160804","86473","148448","344338","152508","168379","1482731","1211","137771","100272","645025","1822367","75454","321763","1379109","13136","153809","549628","1260629","unassigned","1243629","293027","1632536","1652101","83428","1405","34034","374446","1434881","622674","723920","114243","90326","273375","1482730","1482732","89959","1632556","215779","309164","215776","1321266","1914963","59620","265486","114628","1632593","1632604","375929","929101","172733","198431","915032","293326","261051","46470","706427","723921","52004","1795816","426129","1454184","152509","1222000","2850","751952","172788","427921","254346","84022","38145","42422","164851","3005","700499","348839","1246530","427926","1664035","35869","136703","155098","244328","152507","2731377","198439","264641","1632559","46469","1519327","85682","1548597","472963","1532552","393763","531400","946381","165799","569473","203437","156406","42448","227322","208226","119484","1156372","1455636","329911","624504","624500","624507","1323375","1274318","1632630","1413","91750","1632641","1418","354366","156405","180282","96419","156588","344985","201088","283702","221169","320502","766136","113228","62664","1632553","75455","185693","1396","75456","75452","387343","77133","543059","75457","1364940","332953","413810","153093","381852","69525","106592","1679083","75450"
"1","barcode04",22.6290380292943,1.86670077155279,35.0421188229919,6.57911833127183,1.16692234997394,2.42027067254468,5.61189091260412,8.03236172840862,6.02921892651663,94.3807524741339,1.00423916926179,15.0500505980813,1.01734153711505,1.01818572855823,1.00423728813559,2.00847457646877,2.0084745740928,1.00423729011639,6.02850411678544,2.00847457627119,3.01271186440691,10.0423728813559,1.00423728813559,1.00423728813559,3.01271186440678,2.00887905124429,1.00423728813559,7389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","barcode09",16.3037974683544,NA,40.8745201679838,4.86988756715502,NA,NA,5.09493670886061,NA,3.00732283998767,NA,NA,15.3547935713598,4.66265404281365,NA,1.38318946287111,4.87330819912913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05696202531646,14104,2.94522560702581,5.43080268562172,1.01898734177215,2.03759012469738,1.01937190061908,1.24074640467078,6.23561818784069,1.0828802149144,5.09493670886076,2.0379746835443,1.01898734177215,5.14392475801454,1.02084964480569,7.10511425244578,2.03796252711993,1.701581858829,4.07594936708861,1.01899263407832,2.03676351668593,1.01898734177215,3.05707178122316,1.01898734177215,1.01898734177215,1.08134703744949,1.01898734177215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","barcode11",78.0187727202096,24.2995700520165,137.281866170226,34.0392144168337,NA,NA,16.5749451705966,26.5589505770028,NA,5087.78454440087,NA,21611.1317584777,12148.5400464152,48.594510207671,NA,208.005312531508,103.291423818935,NA,NA,NA,NA,1325.83062344825,NA,NA,25.568514102595,NA,1279.0834614587,4759,NA,NA,13376.7206136004,246.168989309836,309.015624415659,NA,78.9311352814853,21.3906845181532,1049.46015092162,152.787911662888,17.6858474119962,NA,NA,179.741309862685,19.2343523634034,NA,1341.21295076473,58.1793873438768,NA,40.1245541838134,232.939045178186,160.659966461026,NA,22.4947487061621,NA,36.2220368079399,127.885819617571,2029.24187880265,590.589793870144,48.3530824621276,955.269821130102,253.427817569076,207.351669175262,27.7898312807332,54.3709948451104,33.3460035908285,12.6350649384538,130.482358541466,1120.83364318313,208.041441264935,13.7789871881657,937.136527155099,713.631439194908,685.280677694387,19.2891821771834,66.1986994819396,72.6675183541864,569.422380003241,208.444287029548,43.0722884941882,112.062261462181,16.3128318528483,44.7526528823925,74.8251774039157,169.340473507215,44.2879017433002,47.8904719274836,33.7480200018729,165.451448152189,38.1730933868765,19.3409358747441,59.1581935615328,129.389253121096,27.8807740610605,1164.96231990595,46.7019110094803,34.1919274990621,14.0435807816766,141.607182950883,17.9769836617339,32.7473576932849,11.81660999529,140.481776658894,150.411155894168,59.1552088929771,74.9746092241256,158.845894053427,78.8908104247605,17.7716206940725,34.9044798854847,32.0954399913842,91.2537102601332,14.7326666330552,212.483027912102,19.0721161820486,21.297929645183,229.362219630208,18.8784866562834,23.9810989830787,56.0674338854667,22.9483025158098,11.0095941146266,17.6660109461916,12.2529164156946,17.0529355281207,65.0196158762347,15.5255872985834,26.2376869445528,27.9098640607377,20.1713672135721,80.2491083676252,64.9667964222062,27.0840740740741,35.1089849108368,28.6689266921277,15.7310661712122,13.0155852799484,10.0384409496212,16.6757064205657,68.2040168019123,10.987855136543,13.0404801097394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","barcode12",141.941919723156,11.2306752439272,161.229259035641,14.0268938599959,NA,28.8776365363699,48.4727755278924,57.4448146863421,37.9895039341003,287.499634586271,NA,63.0286223539013,13.3267338601099,NA,NA,45.2626573859154,31.0841358908886,50.326979487037,10.4897049682057,16.7248555780827,42.7589206449197,75.2522387226974,NA,NA,35.651979497367,NA,NA,29656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0633162113424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3167422658366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","barcode13",501.634213652691,50.1653011415515,710.083864745458,99.8539438363754,NA,33.8512385478523,205.211058294852,187.919407787683,185.367107599995,245.901362939507,NA,1485.74772718555,827.437642855041,NA,24.9029084273669,24.8760848546364,16.9317023985553,35.0557279521262,NA,NA,100.676212397191,155.89068770759,NA,NA,NA,NA,101.434320473482,181966,NA,NA,590.545064449632,17.9466167550792,34.1814036069014,25.6140040637361,32.7264699622253,NA,42.9214379274279,13.4251762601931,29.3165731444135,59.791865362444,NA,142.902084284263,25.1388504466683,12.6962775170989,112.11228953883,NA,49.2862124346898,14.3442461711395,61.6360341408638,NA,NA,NA,NA,34.0722676380392,NA,NA,13.4311535282819,NA,44.5731659281394,143.412815880193,NA,NA,NA,NA,NA,NA,NA,44.4785702823074,19.1728132152396,19.1857406848491,18.4800902799486,73.3959311117908,NA,NA,NA,51.2290156050518,NA,NA,26.3581600151684,NA,18.9932519981347,NA,48.2090982735544,NA,NA,NA,13.2165424983485,NA,NA,NA,22.6132947930145,NA,133.16249892496,NA,NA,NA,NA,NA,NA,16.3934241940917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5790175097731,NA,NA,35.8761765809504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2061577140522,19.1795635407729,16.5394121790702,14.7595649261999,19.559890921347,38.2641363968512,12.2318576963346,24.9012688204213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","barcode17",53.4163090128635,NA,129.534602474178,30.7143245644605,NA,NA,NA,NA,18.5321888412017,NA,NA,368.379075944238,207.304825389336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4332240952046,44733,NA,NA,221.375228119688,NA,18.5817114822652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4420600858369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7208332907129,NA,NA,21.6637815911353,28.5181097071793,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0731586847058,NA,22.0886231752735,NA,NA,NA,20.718782003277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9279340242453,NA,12.8204178408259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7548096733718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","barcode18",166.47597995387,NA,492.674789999336,107.933408909193,NA,NA,43.0478292305757,33.1048409499294,141.1622182059,1517.22257145368,NA,975.347864698833,833.722333840062,NA,NA,52.575702258557,71.2659917560881,120.229414815957,NA,NA,30.4873354324681,200.273919097415,NA,NA,70.3477144958359,13.4296999987488,NA,178510,NA,NA,120.303899174833,15.5101917201335,20.7716640395243,19.048618930646,NA,NA,NA,NA,NA,23.7350008802877,NA,NA,NA,NA,NA,NA,25.5546772623822,NA,NA,11.3741352805534,NA,NA,NA,NA,NA,NA,11.374135316041,NA,17.5835303362633,20.5550266179208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3506040425904,NA,NA,36.491863913605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9865083399967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4810611586608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3167222554196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2607456346939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","barcode19",62.7480963763947,16.4149860410179,174.745973218247,26.1747432487289,NA,NA,27.2583982724038,31.6874470933119,51.6407468130553,530.19553072455,NA,182.266050100186,67.1102233154982,NA,NA,21.6866319467817,23.5930234128162,43.13329677478,NA,NA,NA,143.403947654313,NA,NA,23.2071595974656,NA,NA,51552,NA,NA,16.536312849162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4914393654847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7059931958023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","barcode20",30.1363636363636,NA,62.4997428568091,9.09767489410239,NA,4.02392794090485,8.46749277115877,6.62836658997546,18.6449120811726,1.00454545454545,NA,25.7446637967376,4.45981266037763,NA,NA,3.01363636363636,NA,NA,NA,NA,6.5035738660604,8.9727962701575,NA,NA,1.00454545454545,NA,NA,18466,1.50841013957678,NA,1.00454545454545,NA,NA,2.23508120042086,NA,NA,NA,NA,NA,4.01631982839675,NA,NA,NA,NA,NA,NA,NA,1.00454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29240027068152,NA,1.00454545454545,NA,NA,NA,NA,NA,1.57274059553127,2.00941589272837,1.09107824180833,1.0183421836306,2.00878448114364,1.00454700616599,1.00456132355499,1.00454545454545,3.00899147254097,1.00454545454545
